PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS-MINUS
Malik Beasley,MIN,12/23/2020,MIN vs. DET,W,27,23,10,18,3,9,0,0,1,3,4,2,1,0,1,3,12
Jake Layman,MIN,12/23/2020,MIN vs. DET,W,17,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,-15
Anthony Edwards,MIN,12/23/2020,MIN vs. DET,W,25,15,5,12,1,5,4,4,2,2,4,4,0,0,1,1,4
Ricky Rubio,MIN,12/23/2020,MIN vs. DET,W,25,3,1,4,0,1,1,2,0,1,1,3,2,0,1,3,17
Josh Okogie,MIN,12/23/2020,MIN vs. DET,W,33,12,4,9,1,4,3,3,1,3,4,2,0,0,2,3,17
Jarrett Culver,MIN,12/23/2020,MIN vs. DET,W,21,10,3,6,0,1,4,5,2,8,10,2,0,0,0,0,7
Karl-Anthony Towns,MIN,12/23/2020,MIN vs. DET,W,30,22,6,10,2,4,8,8,3,8,11,7,1,2,4,4,11
Naz Reid,MIN,12/23/2020,MIN vs. DET,W,18,8,2,5,0,1,4,6,2,3,5,1,0,3,0,0,-1
D'Angelo Russell,MIN,12/23/2020,MIN vs. DET,W,33,18,7,16,4,11,0,0,1,4,5,4,1,0,2,2,5
Juancho Hernangomez,MIN,12/23/2020,MIN vs. DET,W,12,0,0,5,0,4,0,0,0,3,3,0,1,0,0,0,-7
Anthony Edwards,MIN,12/26/2020,MIN @ UTA,W,22,18,8,12,2,3,0,0,0,1,1,1,2,0,0,4,6
Ricky Rubio,MIN,12/26/2020,MIN @ UTA,W,27,9,3,8,1,3,2,2,0,4,4,6,1,0,1,4,6
Jake Layman,MIN,12/26/2020,MIN @ UTA,W,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
Ed Davis,MIN,12/26/2020,MIN @ UTA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Naz Reid,MIN,12/26/2020,MIN @ UTA,W,18,8,3,8,2,4,0,0,0,2,2,2,1,0,1,1,-9
Josh Okogie,MIN,12/26/2020,MIN @ UTA,W,32,8,4,8,0,1,0,0,3,3,6,2,0,1,1,3,-4
D'Angelo Russell,MIN,12/26/2020,MIN @ UTA,W,34,25,9,21,3,6,4,8,0,2,2,6,1,0,2,4,-9
Juancho Hernangomez,MIN,12/26/2020,MIN @ UTA,W,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-1
Karl-Anthony Towns,MIN,12/26/2020,MIN @ UTA,W,30,16,6,19,1,5,3,3,3,9,12,3,1,4,2,3,11
Malik Beasley,MIN,12/26/2020,MIN @ UTA,W,39,18,7,17,1,4,3,3,2,4,6,0,1,0,2,3,13
Jarrett Culver,MIN,12/26/2020,MIN @ UTA,W,20,14,5,7,3,3,1,2,3,3,6,0,1,0,0,3,9
Malik Beasley,MIN,12/27/2020,MIN @ LAL,L,24,8,3,9,0,3,2,3,0,5,5,2,1,0,0,0,-19
D'Angelo Russell,MIN,12/27/2020,MIN @ LAL,L,21,4,2,7,0,1,0,0,0,0,0,3,1,1,7,4,-31
Jordan McLaughlin,MIN,12/27/2020,MIN @ LAL,L,16,4,2,5,0,2,0,0,0,3,3,1,0,0,0,0,-6
Jarred Vanderbilt,MIN,12/27/2020,MIN @ LAL,L,15,2,0,3,0,0,2,4,2,5,7,6,3,1,1,0,1
Josh Okogie,MIN,12/27/2020,MIN @ LAL,L,11,4,2,4,0,1,0,0,0,0,0,1,0,0,0,0,-16
Jake Layman,MIN,12/27/2020,MIN @ LAL,L,15,10,4,8,0,1,2,2,0,3,3,0,0,0,0,1,-17
Anthony Edwards,MIN,12/27/2020,MIN @ LAL,L,29,15,6,21,1,9,2,2,2,2,4,2,1,0,1,2,-14
Juancho Hernangomez,MIN,12/27/2020,MIN @ LAL,L,13,6,2,6,1,3,1,3,2,3,5,0,0,1,0,1,-15
Ed Davis,MIN,12/27/2020,MIN @ LAL,L,13,4,2,5,0,0,0,0,7,0,7,1,0,1,2,4,-15
Jaden McDaniels,MIN,12/27/2020,MIN @ LAL,L,8,6,2,3,2,3,0,0,0,1,1,0,2,1,0,2,0
Ricky Rubio,MIN,12/27/2020,MIN @ LAL,L,18,9,4,8,1,4,0,0,1,3,4,4,0,0,0,1,-9
Jarrett Culver,MIN,12/27/2020,MIN @ LAL,L,29,8,4,11,0,4,0,0,2,2,4,0,1,1,5,4,-18
Naz Reid,MIN,12/27/2020,MIN @ LAL,L,28,11,5,13,1,4,0,0,1,4,5,4,2,0,1,5,-21
Jake Layman,MIN,12/29/2020,MIN @ LAC,L,13,4,2,4,0,1,0,0,0,1,1,1,1,2,0,3,-7
D'Angelo Russell,MIN,12/29/2020,MIN @ LAC,L,31,22,9,19,4,11,0,0,1,2,3,4,2,0,3,2,-26
Jarred Vanderbilt,MIN,12/29/2020,MIN @ LAC,L,16,9,4,5,0,0,1,2,3,3,6,1,1,1,0,0,0
Naz Reid,MIN,12/29/2020,MIN @ LAC,L,20,11,4,6,1,1,2,2,2,1,3,1,0,0,0,3,-12
Jaden McDaniels,MIN,12/29/2020,MIN @ LAC,L,7,3,1,1,0,0,1,2,0,2,2,0,0,0,2,1,5
Malik Beasley,MIN,12/29/2020,MIN @ LAC,L,28,19,5,16,2,8,7,8,0,4,4,0,0,0,1,0,-15
Juancho Hernangomez,MIN,12/29/2020,MIN @ LAC,L,18,2,1,5,0,3,0,0,0,4,4,0,1,0,2,0,-1
Ricky Rubio,MIN,12/29/2020,MIN @ LAC,L,26,17,6,8,2,3,3,3,0,0,0,5,1,0,3,3,-13
Jordan McLaughlin,MIN,12/29/2020,MIN @ LAC,L,18,2,1,4,0,1,0,0,0,0,0,9,0,0,2,1,-2
Anthony Edwards,MIN,12/29/2020,MIN @ LAC,L,25,12,4,10,4,7,0,0,0,0,0,0,0,1,0,1,-21
Jarrett Culver,MIN,12/29/2020,MIN @ LAC,L,26,0,0,10,0,3,0,0,4,6,10,0,1,1,1,1,-12
Ed Davis,MIN,12/29/2020,MIN @ LAC,L,12,0,0,1,0,0,0,0,1,5,6,1,0,1,0,0,-11
D'Angelo Russell,MIN,01/01/2021,MIN vs. WAS,L,26,14,6,16,2,7,0,2,1,3,4,3,1,0,5,0,-32
Jake Layman,MIN,01/01/2021,MIN vs. WAS,L,15,12,2,6,1,3,7,9,0,1,1,1,3,0,1,3,-1
Ed Davis,MIN,01/01/2021,MIN vs. WAS,L,16,0,0,4,0,0,0,0,4,6,10,3,0,0,0,1,-20
Jarred Vanderbilt,MIN,01/01/2021,MIN vs. WAS,L,12,6,3,3,0,0,0,1,2,2,4,1,1,0,3,1,8
Anthony Edwards,MIN,01/01/2021,MIN vs. WAS,L,26,17,7,16,2,8,1,4,0,3,3,2,0,1,3,2,-7
Naz Reid,MIN,01/01/2021,MIN vs. WAS,L,24,17,7,10,1,3,2,3,1,5,6,1,1,2,2,4,4
Ricky Rubio,MIN,01/01/2021,MIN vs. WAS,L,25,3,1,4,1,2,0,0,1,1,2,5,2,0,3,2,-22
Jaden McDaniels,MIN,01/01/2021,MIN vs. WAS,L,9,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,14
Juancho Hernangomez,MIN,01/01/2021,MIN vs. WAS,L,14,5,2,3,1,2,0,0,0,3,3,0,0,0,0,0,-20
Jordan McLaughlin,MIN,01/01/2021,MIN vs. WAS,L,24,10,4,7,2,3,0,0,1,3,4,0,1,0,0,0,-4
Jarrett Culver,MIN,01/01/2021,MIN vs. WAS,L,21,4,2,4,0,1,0,0,1,1,2,0,0,0,2,5,-8
Malik Beasley,MIN,01/01/2021,MIN vs. WAS,L,26,21,8,13,3,6,2,2,0,3,3,0,0,0,1,4,-17
Anthony Edwards,MIN,01/03/2021,MIN vs. DEN,L,23,5,2,4,1,3,0,0,0,0,0,4,1,0,3,1,-8
Ed Davis,MIN,01/03/2021,MIN vs. DEN,L,24,5,1,4,0,0,3,4,3,5,8,1,1,1,0,5,-20
Jaden McDaniels,MIN,01/03/2021,MIN vs. DEN,L,1,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,5
Jordan McLaughlin,MIN,01/03/2021,MIN vs. DEN,L,6,0,0,1,0,1,0,0,0,0,0,4,1,1,1,0,3
D'Angelo Russell,MIN,01/03/2021,MIN vs. DEN,L,30,18,7,15,4,7,0,0,1,3,4,7,2,1,3,2,-21
Juancho Hernangomez,MIN,01/03/2021,MIN vs. DEN,L,26,6,3,10,0,3,0,0,0,5,5,2,0,0,0,0,-7
Jake Layman,MIN,01/03/2021,MIN vs. DEN,L,22,6,2,4,0,2,2,2,0,0,0,2,2,0,1,1,-8
Ricky Rubio,MIN,01/03/2021,MIN vs. DEN,L,18,6,3,7,0,3,0,0,0,2,2,4,0,0,1,1,-3
Naz Reid,MIN,01/03/2021,MIN vs. DEN,L,23,13,6,9,0,2,1,2,0,4,4,1,0,1,2,5,0
Jarrett Culver,MIN,01/03/2021,MIN vs. DEN,L,28,20,8,13,1,4,3,6,4,2,6,0,3,0,2,2,-9
Jarred Vanderbilt,MIN,01/03/2021,MIN vs. DEN,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Malik Beasley,MIN,01/03/2021,MIN vs. DEN,L,38,25,10,16,3,5,2,2,1,6,7,5,1,2,1,0,-12
Jake Layman,MIN,01/05/2021,MIN @ DEN,L,14,7,2,3,1,2,2,2,0,1,1,1,0,1,1,3,-9
Naz Reid,MIN,01/05/2021,MIN @ DEN,L,10,2,1,2,0,0,0,0,0,0,0,0,0,0,2,5,-13
Ed Davis,MIN,01/05/2021,MIN @ DEN,L,14,4,2,3,0,0,0,0,2,4,6,0,0,0,0,4,-4
D'Angelo Russell,MIN,01/05/2021,MIN @ DEN,L,37,33,10,21,4,9,9,10,0,3,3,11,2,0,3,3,1
Malik Beasley,MIN,01/05/2021,MIN @ DEN,L,38,15,5,16,0,6,5,5,2,4,6,4,0,0,1,1,1
Juancho Hernangomez,MIN,01/05/2021,MIN @ DEN,L,34,25,10,14,5,8,0,1,3,5,8,2,2,1,0,3,3
Anthony Edwards,MIN,01/05/2021,MIN @ DEN,L,26,15,6,19,1,7,2,2,1,2,3,1,0,0,3,1,-11
Jarrett Culver,MIN,01/05/2021,MIN @ DEN,L,22,4,2,5,0,1,0,0,1,5,6,1,0,0,2,2,6
Jarred Vanderbilt,MIN,01/05/2021,MIN @ DEN,L,23,11,4,5,0,0,3,7,1,4,5,2,3,2,0,4,9
Ricky Rubio,MIN,01/05/2021,MIN @ DEN,L,21,0,0,3,0,1,0,0,0,4,4,2,1,0,2,5,-18
Jarred Vanderbilt,MIN,01/07/2021,MIN @ POR,L,21,10,4,7,0,0,2,3,3,7,10,1,2,0,0,2,-13
Anthony Edwards,MIN,01/07/2021,MIN @ POR,L,31,26,9,21,3,10,5,7,2,2,4,1,2,0,4,2,-15
Jaylen Nowell,MIN,01/07/2021,MIN @ POR,L,8,2,1,3,0,1,0,0,1,0,1,1,0,0,0,0,6
Naz Reid,MIN,01/07/2021,MIN @ POR,L,16,13,4,7,1,3,4,7,2,3,5,1,0,1,0,4,-2
Ricky Rubio,MIN,01/07/2021,MIN @ POR,L,29,2,0,4,0,1,2,2,1,4,5,10,5,0,2,2,-4
Jake Layman,MIN,01/07/2021,MIN @ POR,L,13,4,2,4,0,2,0,0,0,0,0,0,0,1,1,0,-10
Ed Davis,MIN,01/07/2021,MIN @ POR,L,14,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,-3
Juancho Hernangomez,MIN,01/07/2021,MIN @ POR,L,22,12,3,8,2,5,4,4,1,5,6,0,1,0,1,1,-13
Jaden McDaniels,MIN,01/07/2021,MIN @ POR,L,12,3,1,3,1,3,0,0,2,2,4,3,0,0,1,2,13
D'Angelo Russell,MIN,01/07/2021,MIN @ POR,L,28,26,9,16,3,7,5,6,0,3,3,3,0,1,3,3,-15
Jarrett Culver,MIN,01/07/2021,MIN @ POR,L,20,7,3,6,1,3,0,0,3,2,5,2,0,0,1,1,-14
Malik Beasley,MIN,01/07/2021,MIN @ POR,L,28,12,3,13,3,6,3,4,0,4,4,2,1,0,3,1,-20
Anthony Edwards,MIN,01/09/2021,MIN vs. SAS,L,30,13,5,11,1,4,2,2,0,4,4,4,0,0,3,3,2
Ricky Rubio,MIN,01/09/2021,MIN vs. SAS,L,34,6,3,7,0,0,0,0,1,4,5,8,0,0,2,2,-5
D'Angelo Russell,MIN,01/09/2021,MIN vs. SAS,L,38,16,7,22,1,6,1,3,1,2,3,6,1,1,1,2,-3
Malik Beasley,MIN,01/09/2021,MIN vs. SAS,L,40,29,11,20,7,11,0,0,0,4,4,2,0,0,2,2,2
Jarred Vanderbilt,MIN,01/09/2021,MIN vs. SAS,L,12,2,1,1,0,0,0,0,0,2,2,1,0,0,1,1,2
Karl-Anthony Towns,MIN,01/09/2021,MIN vs. SAS,L,37,25,9,17,2,3,5,6,6,7,13,4,0,3,3,2,-8
Jarrett Culver,MIN,01/09/2021,MIN vs. SAS,L,31,10,4,6,0,0,2,4,1,7,8,3,0,0,1,4,-4
Jake Layman,MIN,01/09/2021,MIN vs. SAS,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5
Naz Reid,MIN,01/09/2021,MIN vs. SAS,L,16,16,6,8,3,4,1,2,1,6,7,1,0,3,2,1,5
Juancho Hernangomez,MIN,01/09/2021,MIN vs. SAS,L,23,5,2,4,1,2,0,0,1,6,7,0,0,0,1,2,-1
Josh Okogie,MIN,01/10/2021,MIN vs. SAS,W,20,6,3,5,0,2,0,2,0,4,4,0,0,1,1,2,7
Ed Davis,MIN,01/10/2021,MIN vs. SAS,W,18,6,3,3,0,0,0,0,2,4,6,0,2,0,0,3,9
Anthony Edwards,MIN,01/10/2021,MIN vs. SAS,W,18,0,0,8,0,2,0,0,3,3,6,1,0,0,2,1,-5
Malik Beasley,MIN,01/10/2021,MIN vs. SAS,W,35,24,9,18,3,6,3,3,0,3,3,0,0,0,0,0,13
Jarred Vanderbilt,MIN,01/10/2021,MIN vs. SAS,W,19,5,2,4,0,0,1,2,1,7,8,0,0,0,1,2,-7
Jarrett Culver,MIN,01/10/2021,MIN vs. SAS,W,20,2,1,5,0,1,0,0,0,3,3,4,0,1,2,1,8
Naz Reid,MIN,01/10/2021,MIN vs. SAS,W,29,11,3,7,1,4,4,4,1,6,7,1,0,1,3,3,-5
D'Angelo Russell,MIN,01/10/2021,MIN vs. SAS,W,31,27,9,21,4,7,5,6,0,5,5,5,1,0,4,2,4
Ricky Rubio,MIN,01/10/2021,MIN vs. SAS,W,22,8,2,5,0,1,4,4,0,2,2,6,3,0,0,1,0
Juancho Hernangomez,MIN,01/10/2021,MIN vs. SAS,W,27,7,2,5,1,3,2,2,2,6,8,2,0,0,0,2,16
Anthony Edwards,MIN,01/13/2021,MIN vs. MEM,L,17,2,1,6,0,2,0,0,2,1,3,1,0,0,0,1,-3
Juancho Hernangomez,MIN,01/13/2021,MIN vs. MEM,L,29,5,2,7,1,6,0,0,0,8,8,0,0,0,0,0,7
Karl-Anthony Towns,MIN,01/13/2021,MIN vs. MEM,L,34,25,8,17,1,4,8,8,4,10,14,3,0,2,1,2,5
Ricky Rubio,MIN,01/13/2021,MIN vs. MEM,L,24,6,1,5,0,2,4,4,0,2,2,6,0,0,3,0,-16
Jarrett Culver,MIN,01/13/2021,MIN vs. MEM,L,10,2,1,2,0,1,0,2,0,2,2,0,0,0,0,2,-6
Jarred Vanderbilt,MIN,01/13/2021,MIN vs. MEM,L,15,2,1,1,0,0,0,0,0,4,4,0,0,0,0,5,-14
Malik Beasley,MIN,01/13/2021,MIN vs. MEM,L,34,28,11,23,4,11,2,3,2,4,6,5,1,1,1,0,-1
Josh Okogie,MIN,01/13/2021,MIN vs. MEM,L,27,3,1,2,0,0,1,1,1,2,3,4,0,3,0,5,0
Naz Reid,MIN,01/13/2021,MIN vs. MEM,L,14,9,3,6,1,3,2,2,1,2,3,0,0,0,2,2,-16
D'Angelo Russell,MIN,01/13/2021,MIN vs. MEM,L,36,25,10,21,2,8,3,4,1,2,3,8,2,0,5,1,-11
Jarrett Culver,MIN,01/18/2021,MIN @ ATL,L,19,7,3,6,0,0,1,2,2,5,7,0,3,1,3,3,-4
Jaden McDaniels,MIN,01/18/2021,MIN @ ATL,L,12,3,1,4,1,3,0,0,0,1,1,0,0,0,1,3,-2
Ed Davis,MIN,01/18/2021,MIN @ ATL,L,14,4,1,3,0,0,2,2,3,1,4,0,2,0,0,2,3
Josh Okogie,MIN,01/18/2021,MIN @ ATL,L,22,4,1,3,0,1,2,2,1,1,2,2,0,1,1,2,-16
Anthony Edwards,MIN,01/18/2021,MIN @ ATL,L,30,12,5,16,2,5,0,0,1,4,5,2,0,0,1,2,1
Jordan McLaughlin,MIN,01/18/2021,MIN @ ATL,L,19,4,2,7,0,3,0,0,0,2,2,4,1,0,1,1,-15
Jarred Vanderbilt,MIN,01/18/2021,MIN @ ATL,L,29,8,3,4,0,0,2,4,1,7,8,3,3,1,3,3,-17
D'Angelo Russell,MIN,01/18/2021,MIN @ ATL,L,32,31,11,22,6,13,3,5,1,2,3,7,4,1,3,0,-3
Naz Reid,MIN,01/18/2021,MIN @ ATL,L,28,9,4,9,1,2,0,0,0,2,2,1,2,1,2,2,-7
Malik Beasley,MIN,01/18/2021,MIN @ ATL,L,34,15,5,17,4,10,1,1,0,5,5,3,1,1,3,3,5
Naz Reid,MIN,01/20/2021,MIN vs. ORL,L,29,14,5,8,2,4,2,2,0,3,3,1,0,3,1,1,-4
Jaden McDaniels,MIN,01/20/2021,MIN vs. ORL,L,26,12,5,9,2,4,0,0,3,5,8,1,0,3,0,4,19
D'Angelo Russell,MIN,01/20/2021,MIN vs. ORL,L,32,19,7,17,4,7,1,1,0,2,2,6,1,2,2,1,-13
Malik Beasley,MIN,01/20/2021,MIN vs. ORL,L,34,13,5,15,3,10,0,0,2,5,7,5,1,0,1,1,-7
Ed Davis,MIN,01/20/2021,MIN vs. ORL,L,18,2,1,1,0,0,0,0,1,5,6,3,0,1,1,5,3
Josh Okogie,MIN,01/20/2021,MIN vs. ORL,L,25,11,4,7,1,3,2,2,0,6,6,0,1,1,3,4,-14
Anthony Edwards,MIN,01/20/2021,MIN vs. ORL,L,23,8,3,14,1,4,1,2,0,0,0,0,0,0,2,0,13
Jarred Vanderbilt,MIN,01/20/2021,MIN vs. ORL,L,18,4,1,3,1,1,1,4,0,3,3,1,1,1,1,4,-12
Jordan McLaughlin,MIN,01/20/2021,MIN vs. ORL,L,21,6,2,5,1,2,1,1,1,4,5,7,0,0,1,0,4
Jarrett Culver,MIN,01/20/2021,MIN vs. ORL,L,15,7,3,6,0,0,1,2,1,2,3,1,1,1,1,0,6
Anthony Edwards,MIN,01/22/2021,MIN vs. ATL,L,24,5,2,12,1,5,0,0,0,3,3,1,1,0,3,2,-13
Jaden McDaniels,MIN,01/22/2021,MIN vs. ATL,L,23,4,2,9,0,2,0,1,2,3,5,0,0,1,0,0,-20
Jaylen Nowell,MIN,01/22/2021,MIN vs. ATL,L,12,9,4,4,1,1,0,0,1,1,2,0,1,0,1,2,2
Jake Layman,MIN,01/22/2021,MIN vs. ATL,L,13,7,3,5,0,2,1,1,1,1,2,1,1,0,0,1,5
Malik Beasley,MIN,01/22/2021,MIN vs. ATL,L,25,17,7,11,2,5,1,1,0,1,1,4,2,0,2,2,-12
Ricky Rubio,MIN,01/22/2021,MIN vs. ATL,L,15,4,2,6,0,2,0,1,0,4,4,5,3,0,3,0,-13
D'Angelo Russell,MIN,01/22/2021,MIN vs. ATL,L,21,9,2,9,1,5,4,4,1,1,2,4,0,0,2,4,-11
Jarrett Culver,MIN,01/22/2021,MIN vs. ATL,L,19,15,6,13,1,5,2,2,1,1,2,2,0,1,0,4,-15
Jordan McLaughlin,MIN,01/22/2021,MIN vs. ATL,L,13,2,0,1,0,0,2,2,1,2,3,5,1,0,1,0,6
Josh Okogie,MIN,01/22/2021,MIN vs. ATL,L,19,3,1,4,1,3,0,0,0,1,1,1,2,0,1,2,1
Naz Reid,MIN,01/22/2021,MIN vs. ATL,L,25,13,6,7,1,2,0,0,0,8,8,2,1,4,0,3,-1
Jarred Vanderbilt,MIN,01/22/2021,MIN vs. ATL,L,27,10,5,10,0,0,0,0,1,3,4,4,2,1,0,1,-10
Ed Davis,MIN,01/22/2021,MIN vs. ATL,L,6,0,0,2,0,0,0,0,2,1,3,1,0,1,0,0,-9
Josh Okogie,MIN,01/23/2021,MIN vs. NOP,W,27,9,2,8,1,5,4,5,1,2,3,2,5,0,1,1,1
Ed Davis,MIN,01/23/2021,MIN vs. NOP,W,19,2,1,1,0,0,0,0,4,5,9,3,2,0,0,5,5
Jaden McDaniels,MIN,01/23/2021,MIN vs. NOP,W,20,3,1,7,1,3,0,0,0,3,3,1,0,2,1,4,5
Naz Reid,MIN,01/23/2021,MIN vs. NOP,W,27,20,5,10,2,4,8,8,1,3,4,2,0,1,1,4,8
Malik Beasley,MIN,01/23/2021,MIN vs. NOP,W,31,16,6,18,2,8,2,2,1,5,6,3,0,0,0,1,2
Jarrett Culver,MIN,01/23/2021,MIN vs. NOP,W,25,16,6,9,2,4,2,4,0,5,5,0,1,0,0,4,1
Jarred Vanderbilt,MIN,01/23/2021,MIN vs. NOP,W,21,16,8,13,0,0,0,0,5,6,11,0,2,1,0,1,7
Anthony Edwards,MIN,01/23/2021,MIN vs. NOP,W,20,18,5,14,2,7,6,6,0,1,1,1,2,0,2,0,9
Jordan McLaughlin,MIN,01/23/2021,MIN vs. NOP,W,20,11,4,7,2,2,1,2,1,0,1,4,1,0,2,0,10
Ricky Rubio,MIN,01/23/2021,MIN vs. NOP,W,28,9,1,4,0,1,7,10,1,6,7,7,1,0,4,2,2
Anthony Edwards,MIN,01/25/2021,MIN @ GSW,L,27,15,4,13,1,3,6,7,2,1,3,1,1,0,2,2,-10
Jaden McDaniels,MIN,01/25/2021,MIN @ GSW,L,26,7,3,9,1,3,0,2,1,4,5,2,1,0,0,4,-7
Jordan McLaughlin,MIN,01/25/2021,MIN @ GSW,L,22,15,7,12,1,2,0,0,0,2,2,5,1,0,2,2,2
Naz Reid,MIN,01/25/2021,MIN @ GSW,L,24,11,5,16,1,6,0,0,4,6,10,1,0,2,2,6,-11
Jarred Vanderbilt,MIN,01/25/2021,MIN @ GSW,L,25,12,5,8,0,0,2,2,4,1,5,2,2,2,2,3,-24
Malik Beasley,MIN,01/25/2021,MIN @ GSW,L,30,30,10,18,4,9,6,6,0,7,7,0,1,0,3,1,-17
Ashton Hagans,MIN,01/25/2021,MIN @ GSW,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3
Ricky Rubio,MIN,01/25/2021,MIN @ GSW,L,26,6,1,8,0,1,4,4,2,2,4,11,1,0,4,1,-24
Jarrett Culver,MIN,01/25/2021,MIN @ GSW,L,15,4,0,2,0,0,4,4,0,1,1,0,0,0,1,2,5
Josh Okogie,MIN,01/25/2021,MIN @ GSW,L,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,-14
Ed Davis,MIN,01/25/2021,MIN @ GSW,L,13,4,2,4,0,0,0,0,3,4,7,1,0,0,0,3,3
Jake Layman,MIN,01/25/2021,MIN @ GSW,L,14,4,2,4,0,0,0,0,0,3,3,2,0,1,1,2,-10
Jarred Vanderbilt,MIN,01/27/2021,MIN @ GSW,L,25,4,2,3,0,0,0,0,2,5,7,4,2,1,0,2,-16
Naz Reid,MIN,01/27/2021,MIN @ GSW,L,27,19,6,10,1,2,6,9,4,3,7,1,3,5,3,3,-17
Jake Layman,MIN,01/27/2021,MIN @ GSW,L,19,7,3,6,1,1,0,2,1,3,4,0,2,1,2,1,5
Ricky Rubio,MIN,01/27/2021,MIN @ GSW,L,22,5,2,7,0,2,1,2,0,1,1,5,0,0,3,1,-15
Jaden McDaniels,MIN,01/27/2021,MIN @ GSW,L,14,5,1,5,1,4,2,4,1,1,2,1,0,0,2,5,1
