PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS-MINUS
Malik Beasley,MIN,01/27/2021,MIN @ GSW,L,30,25,7,18,4,9,7,8,0,5,5,1,1,0,1,1,-14
Anthony Edwards,MIN,01/27/2021,MIN @ GSW,L,32,25,9,19,5,8,2,2,1,3,4,2,3,0,3,1,-2
Ashton Hagans,MIN,01/27/2021,MIN @ GSW,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Okogie,MIN,01/27/2021,MIN @ GSW,L,17,3,1,7,0,4,1,2,1,0,1,0,1,0,0,2,-17
Jaylen Nowell,MIN,01/27/2021,MIN @ GSW,L,16,12,3,7,2,6,4,4,0,2,2,3,0,0,1,1,6
Ed Davis,MIN,01/27/2021,MIN @ GSW,L,9,0,0,0,0,0,0,0,0,3,3,1,0,0,1,2,6
Jordan McLaughlin,MIN,01/27/2021,MIN @ GSW,L,26,6,3,5,0,0,0,0,1,2,3,5,0,0,1,3,3
Anthony Edwards,MIN,01/29/2021,MIN vs. PHI,L,29,15,5,13,3,7,2,2,0,4,4,3,0,0,1,2,-25
Jordan McLaughlin,MIN,01/29/2021,MIN vs. PHI,L,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2
Jake Layman,MIN,01/29/2021,MIN vs. PHI,L,21,6,2,4,2,3,0,0,1,3,4,0,0,1,0,1,5
Jaden McDaniels,MIN,01/29/2021,MIN vs. PHI,L,24,6,3,8,0,2,0,0,0,7,7,0,0,1,0,5,-13
Jarred Vanderbilt,MIN,01/29/2021,MIN vs. PHI,L,24,11,5,5,0,0,1,4,0,5,5,2,1,1,3,3,0
Ricky Rubio,MIN,01/29/2021,MIN vs. PHI,L,18,4,2,6,0,0,0,0,0,2,2,4,1,0,4,3,-5
Malik Beasley,MIN,01/29/2021,MIN vs. PHI,L,30,22,9,19,3,9,1,1,1,4,5,2,0,0,3,3,-25
Ed Davis,MIN,01/29/2021,MIN vs. PHI,L,23,2,1,3,0,0,0,0,1,7,8,1,0,0,1,5,-21
D'Angelo Russell,MIN,01/29/2021,MIN vs. PHI,L,25,14,3,11,1,7,7,7,0,0,0,4,1,0,2,2,-21
Josh Okogie,MIN,01/29/2021,MIN vs. PHI,L,18,4,2,3,0,0,0,0,0,1,1,2,0,0,1,1,-10
Jaylen Nowell,MIN,01/29/2021,MIN vs. PHI,L,23,10,3,9,1,5,3,4,0,1,1,1,0,1,3,4,-7
Jake Layman,MIN,01/31/2021,MIN vs. CLE,W,20,8,4,7,0,2,0,0,1,1,2,0,0,1,0,0,7
Ricky Rubio,MIN,01/31/2021,MIN vs. CLE,W,20,8,2,4,0,0,4,4,0,3,3,8,1,0,1,1,2
Anthony Edwards,MIN,01/31/2021,MIN vs. CLE,W,30,23,9,15,4,7,1,1,0,5,5,4,1,1,0,2,0
Ed Davis,MIN,01/31/2021,MIN vs. CLE,W,23,0,0,2,0,0,0,0,1,4,5,1,3,3,0,6,16
Jarred Vanderbilt,MIN,01/31/2021,MIN vs. CLE,W,25,7,3,6,0,0,1,2,3,5,8,0,1,1,3,3,-11
Jaden McDaniels,MIN,01/31/2021,MIN vs. CLE,W,20,3,1,3,1,2,0,0,0,3,3,1,1,3,0,4,5
Malik Beasley,MIN,01/31/2021,MIN vs. CLE,W,28,23,9,17,5,11,0,2,0,3,3,2,1,0,1,2,-2
Josh Okogie,MIN,01/31/2021,MIN vs. CLE,W,23,5,0,6,0,2,5,6,1,3,4,2,1,2,0,2,4
D'Angelo Russell,MIN,01/31/2021,MIN vs. CLE,W,31,19,7,18,5,10,0,0,1,0,1,5,0,0,2,2,1
Jaylen Nowell,MIN,01/31/2021,MIN vs. CLE,W,19,13,6,13,1,6,0,0,0,0,0,1,1,0,1,3,3
Jaden McDaniels,MIN,02/01/2021,MIN @ CLE,L,22,11,5,10,1,4,0,0,2,2,4,0,0,0,2,3,2
Anthony Edwards,MIN,02/01/2021,MIN @ CLE,L,31,13,5,12,2,5,1,1,0,3,3,2,1,0,0,2,-3
Jaylen Nowell,MIN,02/01/2021,MIN @ CLE,L,17,12,5,13,1,3,1,2,3,1,4,1,0,0,0,2,2
Josh Okogie,MIN,02/01/2021,MIN @ CLE,L,22,3,1,6,1,4,0,0,2,0,2,2,1,0,0,0,-12
Ricky Rubio,MIN,02/01/2021,MIN @ CLE,L,19,2,1,4,0,1,0,0,0,5,5,4,0,0,1,2,0
Jarred Vanderbilt,MIN,02/01/2021,MIN @ CLE,L,19,4,1,4,0,0,2,4,0,9,9,4,0,0,1,2,8
D'Angelo Russell,MIN,02/01/2021,MIN @ CLE,L,29,18,7,19,3,9,1,2,0,2,2,4,1,0,0,1,-4
Ed Davis,MIN,02/01/2021,MIN @ CLE,L,20,8,3,5,0,0,2,2,2,3,5,0,0,1,0,2,-7
Malik Beasley,MIN,02/01/2021,MIN @ CLE,L,33,10,5,14,0,6,0,0,4,3,7,3,1,0,4,2,-11
Jake Layman,MIN,02/01/2021,MIN @ CLE,L,14,5,2,4,1,3,0,0,0,1,1,0,0,0,0,0,10
Naz Reid,MIN,02/01/2021,MIN @ CLE,L,13,12,5,11,2,3,0,0,2,1,3,0,0,0,0,5,5
Jaden McDaniels,MIN,02/03/2021,MIN @ SAS,L,18,3,1,2,1,1,0,0,0,1,1,2,0,1,0,3,-3
Jaylen Nowell,MIN,02/03/2021,MIN @ SAS,L,16,10,3,9,2,3,2,2,1,0,1,0,1,0,0,0,2
D'Angelo Russell,MIN,02/03/2021,MIN @ SAS,L,31,20,8,20,1,7,3,4,0,2,2,5,0,3,0,1,-4
Jake Layman,MIN,02/03/2021,MIN @ SAS,L,11,11,4,8,1,4,2,2,0,0,0,0,1,1,2,2,4
Anthony Edwards,MIN,02/03/2021,MIN @ SAS,L,32,14,6,14,1,3,1,2,0,6,6,2,0,1,0,1,-5
Malik Beasley,MIN,02/03/2021,MIN @ SAS,L,32,29,12,18,4,8,1,1,1,5,6,1,1,0,0,2,-5
Naz Reid,MIN,02/03/2021,MIN @ SAS,L,32,8,3,7,2,3,0,0,2,9,11,3,2,0,1,4,-5
Josh Okogie,MIN,02/03/2021,MIN @ SAS,L,24,3,1,4,1,3,0,0,1,3,4,0,0,2,3,4,5
Ricky Rubio,MIN,02/03/2021,MIN @ SAS,L,28,8,4,10,0,1,0,0,0,7,7,7,1,0,2,2,-6
Jarred Vanderbilt,MIN,02/03/2021,MIN @ SAS,L,16,2,1,2,0,0,0,0,4,7,11,2,0,1,2,2,2
D'Angelo Russell,MIN,02/05/2021,MIN @ OKC,W,31,21,7,13,5,8,2,2,0,4,4,6,1,0,5,3,-1
Naz Reid,MIN,02/05/2021,MIN @ OKC,W,28,17,8,12,0,1,1,2,3,6,9,1,0,1,0,4,-8
Josh Okogie,MIN,02/05/2021,MIN @ OKC,W,9,0,0,3,0,0,0,0,0,1,1,1,2,1,1,0,-6
Jake Layman,MIN,02/05/2021,MIN @ OKC,W,18,10,4,9,2,3,0,0,0,2,2,0,1,0,0,0,7
Ricky Rubio,MIN,02/05/2021,MIN @ OKC,W,24,3,1,4,0,1,1,1,0,4,4,8,3,0,4,1,2
Jarred Vanderbilt,MIN,02/05/2021,MIN @ OKC,W,21,8,3,4,0,0,2,2,5,4,9,2,1,0,1,0,9
Anthony Edwards,MIN,02/05/2021,MIN @ OKC,W,32,9,3,14,1,7,2,2,0,2,2,5,0,1,2,1,-6
Malik Beasley,MIN,02/05/2021,MIN @ OKC,W,32,24,9,19,6,12,0,0,1,4,5,3,1,0,2,3,-18
Jaden McDaniels,MIN,02/05/2021,MIN @ OKC,W,29,0,0,4,0,3,0,0,0,5,5,1,1,1,0,2,20
Jaylen Nowell,MIN,02/05/2021,MIN @ OKC,W,16,14,6,12,2,5,0,0,1,1,2,0,0,0,0,1,16
Naz Reid,MIN,02/06/2021,MIN @ OKC,L,27,29,12,21,1,4,4,6,4,2,6,0,2,0,3,3,-4
Ed Davis,MIN,02/06/2021,MIN @ OKC,L,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Josh Okogie,MIN,02/06/2021,MIN @ OKC,L,9,0,0,2,0,1,0,2,1,0,1,0,0,0,0,0,-10
Jordan McLaughlin,MIN,02/06/2021,MIN @ OKC,L,24,3,1,6,0,1,1,2,1,0,1,6,1,1,1,2,2
Jaden McDaniels,MIN,02/06/2021,MIN @ OKC,L,24,8,3,5,1,3,1,2,2,4,6,2,1,0,3,2,6
Jaylen Nowell,MIN,02/06/2021,MIN @ OKC,L,22,15,6,8,3,5,0,0,0,2,2,0,0,0,1,1,2
Malik Beasley,MIN,02/06/2021,MIN @ OKC,L,34,17,7,19,3,11,0,1,4,2,6,5,1,0,2,0,-3
Anthony Edwards,MIN,02/06/2021,MIN @ OKC,L,31,20,8,16,2,5,2,4,0,8,8,4,1,1,0,1,2
Jake Layman,MIN,02/06/2021,MIN @ OKC,L,23,16,6,9,2,5,2,3,1,1,2,1,5,0,0,0,-8
Jarred Vanderbilt,MIN,02/06/2021,MIN @ OKC,L,18,2,1,1,0,0,0,0,0,4,4,2,0,1,0,3,6
Ricky Rubio,MIN,02/06/2021,MIN @ OKC,L,24,8,3,6,0,1,2,2,0,3,3,6,1,0,3,3,-4
Anthony Edwards,MIN,02/08/2021,MIN @ DAL,L,31,22,8,19,3,8,3,4,0,2,2,4,2,2,1,2,-13
Ricky Rubio,MIN,02/08/2021,MIN @ DAL,L,34,9,3,9,2,5,1,2,0,4,4,7,4,0,1,4,10
Naz Reid,MIN,02/08/2021,MIN @ DAL,L,21,6,3,12,0,4,0,0,0,2,2,2,1,0,1,5,5
Jarred Vanderbilt,MIN,02/08/2021,MIN @ DAL,L,22,5,2,5,0,1,1,2,1,3,4,3,0,0,0,4,-7
Juancho Hernangomez,MIN,02/08/2021,MIN @ DAL,L,9,5,1,3,1,2,2,4,3,1,4,1,0,0,1,1,8
Ed Davis,MIN,02/08/2021,MIN @ DAL,L,5,2,1,1,0,0,0,0,2,0,2,1,0,0,1,1,-3
Malik Beasley,MIN,02/08/2021,MIN @ DAL,L,34,30,10,21,6,12,4,6,1,8,9,6,1,1,0,0,8
Jaylen Nowell,MIN,02/08/2021,MIN @ DAL,L,21,18,6,9,1,2,5,6,0,5,5,1,1,1,1,1,-13
D'Angelo Russell,MIN,02/08/2021,MIN @ DAL,L,6,6,2,2,2,2,0,0,0,1,1,0,0,0,0,0,-3
Josh Okogie,MIN,02/08/2021,MIN @ DAL,L,26,11,3,3,1,1,4,4,0,2,2,1,0,1,0,4,20
Jaden McDaniels,MIN,02/08/2021,MIN @ DAL,L,20,6,2,3,2,3,0,0,0,5,5,1,0,0,2,3,-22
Jake Layman,MIN,02/08/2021,MIN @ DAL,L,12,2,1,4,0,2,0,0,0,1,1,0,0,0,1,2,-15
Anthony Edwards,MIN,02/10/2021,MIN vs. LAC,L,30,11,4,9,1,5,2,2,2,2,4,2,1,0,3,1,1
Karl-Anthony Towns,MIN,02/10/2021,MIN vs. LAC,L,31,18,8,15,2,7,0,0,2,8,10,3,1,0,3,3,-6
Ricky Rubio,MIN,02/10/2021,MIN vs. LAC,L,29,5,2,4,1,2,0,0,1,3,4,10,2,0,3,5,-2
Jaden McDaniels,MIN,02/10/2021,MIN vs. LAC,L,18,10,4,7,2,5,0,0,1,2,3,3,0,4,1,2,3
Malik Beasley,MIN,02/10/2021,MIN vs. LAC,L,34,21,5,15,4,11,7,7,2,3,5,2,1,0,2,5,-5
Josh Okogie,MIN,02/10/2021,MIN vs. LAC,L,26,10,4,14,1,4,1,3,4,2,6,1,2,0,0,1,-14
Jarred Vanderbilt,MIN,02/10/2021,MIN vs. LAC,L,16,3,1,2,0,0,1,2,1,1,2,2,0,1,1,2,1
Jaylen Nowell,MIN,02/10/2021,MIN vs. LAC,L,18,9,3,10,2,3,1,1,0,2,2,0,0,1,1,2,-2
Naz Reid,MIN,02/10/2021,MIN vs. LAC,L,20,23,9,13,2,3,3,4,2,1,3,0,1,2,0,2,-6
Jordan McLaughlin,MIN,02/10/2021,MIN vs. LAC,L,19,2,1,6,0,1,0,0,1,3,4,6,0,0,1,1,-5
Anthony Edwards,MIN,02/12/2021,MIN @ CHA,L,34,21,9,21,2,6,1,1,0,6,6,3,0,0,0,2,-4
Josh Okogie,MIN,02/12/2021,MIN @ CHA,L,22,6,2,4,0,2,2,2,2,2,4,0,1,1,0,0,-7
Jordan McLaughlin,MIN,02/12/2021,MIN @ CHA,L,22,6,3,6,0,1,0,0,0,0,0,7,4,0,2,1,-5
Jarred Vanderbilt,MIN,02/12/2021,MIN @ CHA,L,7,2,1,1,0,0,0,2,1,1,2,0,1,0,1,0,-10
Ricky Rubio,MIN,02/12/2021,MIN @ CHA,L,28,5,2,8,0,3,1,1,1,3,4,9,0,0,2,5,0
Naz Reid,MIN,02/12/2021,MIN @ CHA,L,16,7,3,7,0,0,1,2,1,4,5,4,0,0,0,1,-3
Karl-Anthony Towns,MIN,02/12/2021,MIN @ CHA,L,32,25,9,18,5,8,2,2,2,6,8,2,2,1,1,2,-3
Malik Beasley,MIN,02/12/2021,MIN @ CHA,L,37,31,12,21,7,13,0,0,1,4,5,1,1,0,1,3,2
Jaden McDaniels,MIN,02/12/2021,MIN @ CHA,L,24,9,3,7,2,4,1,2,1,3,4,1,1,2,1,3,3
Jaylen Nowell,MIN,02/12/2021,MIN @ CHA,L,18,2,1,6,0,4,0,2,0,2,2,1,0,0,0,1,-3
Ricky Rubio,MIN,02/14/2021,MIN @ TOR,W,30,16,6,13,4,8,0,0,0,1,1,5,0,0,0,2,9
Jordan McLaughlin,MIN,02/14/2021,MIN @ TOR,W,19,6,2,4,0,0,2,2,0,3,3,4,2,1,2,1,-6
Josh Okogie,MIN,02/14/2021,MIN @ TOR,W,7,0,0,3,0,2,0,0,1,0,1,0,0,0,1,1,-3
Juancho Hernangomez,MIN,02/14/2021,MIN @ TOR,W,10,5,2,4,1,3,0,0,0,3,3,0,0,0,1,1,-6
Anthony Edwards,MIN,02/14/2021,MIN @ TOR,W,35,18,7,15,1,7,3,4,0,7,7,3,1,0,2,1,14
Malik Beasley,MIN,02/14/2021,MIN @ TOR,W,37,20,7,13,6,10,0,0,0,3,3,6,1,0,3,0,-2
Karl-Anthony Towns,MIN,02/14/2021,MIN @ TOR,W,33,20,8,11,2,3,2,4,3,8,11,3,1,3,7,6,8
Jarred Vanderbilt,MIN,02/14/2021,MIN @ TOR,W,23,12,4,5,0,0,4,4,1,6,7,2,0,2,0,5,-2
Naz Reid,MIN,02/14/2021,MIN @ TOR,W,14,2,1,5,0,1,0,0,0,2,2,1,0,0,1,3,-6
Jaden McDaniels,MIN,02/14/2021,MIN @ TOR,W,18,6,2,3,1,2,1,2,0,2,2,2,0,1,1,1,11
Jaylen Nowell,MIN,02/14/2021,MIN @ TOR,W,14,11,4,6,1,3,2,3,0,0,0,2,1,1,0,5,3
Karl-Anthony Towns,MIN,02/16/2021,MIN vs. LAL,L,33,15,7,10,1,1,0,0,1,5,6,4,1,0,2,4,2
Ricky Rubio,MIN,02/16/2021,MIN vs. LAL,L,29,13,5,12,1,3,2,4,2,2,4,8,0,0,2,3,2
Jordan McLaughlin,MIN,02/16/2021,MIN vs. LAL,L,20,13,5,12,3,5,0,0,0,2,2,4,2,0,2,0,-15
Jaylen Nowell,MIN,02/16/2021,MIN vs. LAL,L,10,2,0,5,0,1,2,2,1,1,2,1,1,0,0,1,-1
Jaden McDaniels,MIN,02/16/2021,MIN vs. LAL,L,18,0,0,2,0,1,0,0,0,1,1,0,1,2,1,3,-9
Malik Beasley,MIN,02/16/2021,MIN vs. LAL,L,36,11,4,15,3,9,0,0,0,2,2,1,1,0,4,4,0
Anthony Edwards,MIN,02/16/2021,MIN vs. LAL,L,34,28,10,21,5,10,3,4,0,7,7,5,1,2,3,2,0
Naz Reid,MIN,02/16/2021,MIN vs. LAL,L,15,10,4,7,1,2,1,1,0,1,1,1,1,0,0,3,-10
Josh Okogie,MIN,02/16/2021,MIN vs. LAL,L,16,8,2,3,2,2,2,2,0,0,0,1,1,0,0,3,-8
Jarred Vanderbilt,MIN,02/16/2021,MIN vs. LAL,L,29,4,2,6,0,0,0,0,7,6,13,1,2,0,1,4,-1
Josh Okogie,MIN,02/17/2021,MIN vs. IND,L,15,2,0,2,0,1,2,2,2,1,3,2,1,0,1,1,9
Jordan McLaughlin,MIN,02/17/2021,MIN vs. IND,L,18,0,0,5,0,0,0,0,1,3,4,7,2,0,1,1,4
Jaden McDaniels,MIN,02/17/2021,MIN vs. IND,L,37,11,4,10,3,6,0,0,0,4,4,1,0,3,1,2,0
Karl-Anthony Towns,MIN,02/17/2021,MIN vs. IND,L,37,30,8,19,2,7,12,12,4,6,10,1,2,2,2,4,-18
Anthony Edwards,MIN,02/17/2021,MIN vs. IND,L,39,8,3,15,0,4,2,2,0,5,5,4,0,0,1,0,-23
Naz Reid,MIN,02/17/2021,MIN vs. IND,L,18,18,8,14,2,3,0,1,2,7,9,3,1,3,1,2,4
Ricky Rubio,MIN,02/17/2021,MIN vs. IND,L,35,20,6,13,3,6,5,5,0,3,3,13,1,0,1,1,-10
Jarred Vanderbilt,MIN,02/17/2021,MIN vs. IND,L,19,2,1,2,0,0,0,0,2,2,4,1,2,0,0,3,-3
Jaylen Nowell,MIN,02/17/2021,MIN vs. IND,L,6,6,2,2,0,0,2,2,0,0,0,2,0,0,0,3,2
Malik Beasley,MIN,02/17/2021,MIN vs. IND,L,41,31,13,25,5,13,0,1,0,2,2,3,3,0,3,3,5
Naz Reid,MIN,02/19/2021,MIN vs. TOR,L,18,4,2,8,0,3,0,0,0,4,4,2,0,1,0,4,1
Josh Okogie,MIN,02/19/2021,MIN vs. TOR,L,7,0,0,3,0,2,0,0,0,1,1,0,1,0,0,2,-2
Jarred Vanderbilt,MIN,02/19/2021,MIN vs. TOR,L,17,4,2,4,0,0,0,0,0,3,3,1,0,1,1,2,-4
Anthony Edwards,MIN,02/19/2021,MIN vs. TOR,L,34,7,3,14,0,7,1,2,0,3,3,4,2,1,1,0,-13
Jaylen Nowell,MIN,02/19/2021,MIN vs. TOR,L,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,-7
Ricky Rubio,MIN,02/19/2021,MIN vs. TOR,L,26,7,2,6,1,4,2,3,0,3,3,4,1,0,3,2,-2
Jordan McLaughlin,MIN,02/19/2021,MIN vs. TOR,L,22,11,5,8,0,2,1,1,0,2,2,7,1,0,0,1,-3
Jake Layman,MIN,02/19/2021,MIN vs. TOR,L,13,8,3,4,2,2,0,0,0,3,3,0,1,1,1,3,14
Malik Beasley,MIN,02/19/2021,MIN vs. TOR,L,33,13,5,16,3,9,0,0,1,4,5,1,0,1,1,0,-2
Jaden McDaniels,MIN,02/19/2021,MIN vs. TOR,L,31,8,2,5,2,5,2,3,1,5,6,1,0,2,1,4,-1
Karl-Anthony Towns,MIN,02/19/2021,MIN vs. TOR,L,31,19,8,13,1,3,2,2,4,9,13,4,0,2,5,4,-6
Jaden McDaniels,MIN,02/21/2021,MIN @ NYK,L,22,6,2,7,1,3,1,1,1,3,4,0,0,0,1,3,3
Jarred Vanderbilt,MIN,02/21/2021,MIN @ NYK,L,16,2,1,2,0,0,0,0,1,1,2,1,1,0,2,3,-10
Malik Beasley,MIN,02/21/2021,MIN @ NYK,L,38,6,2,6,2,4,0,0,0,4,4,2,1,0,1,1,5
Jordan McLaughlin,MIN,02/21/2021,MIN @ NYK,L,21,8,3,9,2,3,0,0,1,3,4,6,0,0,1,3,5
Jaylen Nowell,MIN,02/21/2021,MIN @ NYK,L,11,0,0,6,0,2,0,0,0,0,0,0,1,0,0,1,-11
Anthony Edwards,MIN,02/21/2021,MIN @ NYK,L,32,12,3,11,3,6,3,4,0,3,3,4,0,0,3,2,-6
Naz Reid,MIN,02/21/2021,MIN @ NYK,L,17,11,3,4,0,1,5,6,1,6,7,0,0,0,0,1,-5
Karl-Anthony Towns,MIN,02/21/2021,MIN @ NYK,L,31,27,9,18,3,7,6,6,2,13,15,4,1,3,3,5,1
Jake Layman,MIN,02/21/2021,MIN @ NYK,L,7,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,3
Ricky Rubio,MIN,02/21/2021,MIN @ NYK,L,27,18,7,12,3,5,1,3,0,0,0,6,1,0,1,2,-9
Juancho Hernangomez,MIN,02/21/2021,MIN @ NYK,L,11,7,2,3,2,3,1,1,0,1,1,0,0,0,0,1,3
Josh Okogie,MIN,02/21/2021,MIN @ NYK,L,8,2,1,3,0,1,0,0,1,1,2,0,1,0,1,2,1
Jordan McLaughlin,MIN,02/23/2021,MIN @ MIL,L,25,9,3,9,3,7,0,0,0,3,3,6,0,0,1,0,-20
Anthony Edwards,MIN,02/23/2021,MIN @ MIL,L,28,9,3,13,3,8,0,0,0,6,6,3,0,2,4,1,-10
Jarred Vanderbilt,MIN,02/23/2021,MIN @ MIL,L,11,2,1,2,0,0,0,0,1,4,5,0,0,0,0,2,1
Malik Beasley,MIN,02/23/2021,MIN @ MIL,L,34,26,10,16,6,9,0,0,0,1,1,4,1,0,2,0,-9
Naz Reid,MIN,02/23/2021,MIN @ MIL,L,15,5,2,7,1,6,0,0,0,7,7,1,0,1,1,0,-25
Jake Layman,MIN,02/23/2021,MIN @ MIL,L,3,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,-7
Jaden McDaniels,MIN,02/23/2021,MIN @ MIL,L,22,4,1,4,0,2,2,2,0,1,1,2,1,2,0,4,-14
Ricky Rubio,MIN,02/23/2021,MIN @ MIL,L,23,12,4,8,2,4,2,2,0,4,4,4,0,0,1,5,-7
Karl-Anthony Towns,MIN,02/23/2021,MIN @ MIL,L,36,26,10,19,1,6,5,5,3,5,8,11,1,0,3,2,-7
Jaylen Nowell,MIN,02/23/2021,MIN @ MIL,L,22,13,5,10,3,6,0,0,2,2,4,1,1,0,1,2,-17
Juancho Hernangomez,MIN,02/23/2021,MIN @ MIL,L,9,2,1,5,0,4,0,0,0,3,3,2,0,0,0,0,-1
Josh Okogie,MIN,02/23/2021,MIN @ MIL,L,12,2,1,2,0,0,0,0,1,0,1,1,0,0,1,0,-19
Jordan McLaughlin,MIN,02/24/2021,MIN @ CHI,L,20,0,0,3,0,1,0,0,0,1,1,4,0,0,1,1,-8
Jaden McDaniels,MIN,02/24/2021,MIN @ CHI,L,16,2,1,2,0,1,0,0,1,2,3,1,0,0,1,1,-12
Malik Beasley,MIN,02/24/2021,MIN @ CHI,L,37,25,9,20,5,13,2,2,0,2,2,1,0,0,2,3,5
Josh Okogie,MIN,02/24/2021,MIN @ CHI,L,16,4,2,4,0,1,0,0,1,3,4,0,2,0,1,3,-12
Anthony Edwards,MIN,02/24/2021,MIN @ CHI,L,37,21,7,20,3,9,4,4,3,6,9,6,2,0,3,2,5
Naz Reid,MIN,02/24/2021,MIN @ CHI,L,22,13,6,14,1,4,0,0,0,4,4,0,1,3,4,4,-17
Ricky Rubio,MIN,02/24/2021,MIN @ CHI,L,33,9,2,6,0,1,5,5,1,0,1,10,0,0,0,2,1
Jaylen Nowell,MIN,02/24/2021,MIN @ CHI,L,19,12,5,10,1,4,1,1,0,3,3,0,0,0,0,0,-7
Jarred Vanderbilt,MIN,02/24/2021,MIN @ CHI,L,34,16,5,5,0,0,6,7,3,3,6,1,4,0,1,2,-2
Karl-Anthony Towns,MIN,02/24/2021,MIN @ CHI,L,31,24,10,20,2,4,2,2,4,4,8,5,2,1,4,6,12
Josh Okogie,MIN,02/27/2021,MIN @ WAS,L,29,12,5,7,2,3,0,1,0,3,3,2,1,0,1,5,0
Naz Reid,MIN,02/27/2021,MIN @ WAS,L,18,17,8,12,0,3,1,2,0,1,1,3,1,1,1,4,-5
Anthony Edwards,MIN,02/27/2021,MIN @ WAS,L,32,21,9,22,3,11,0,2,2,4,6,0,1,2,1,2,2
Jaden McDaniels,MIN,02/27/2021,MIN @ WAS,L,15,0,0,3,0,3,0,0,0,3,3,1,0,1,1,1,-18
Jaylen Nowell,MIN,02/27/2021,MIN @ WAS,L,26,15,5,9,3,4,2,2,0,5,5,4,1,0,0,4,-15
Jarrett Culver,MIN,02/27/2021,MIN @ WAS,L,14,3,1,6,0,1,1,2,3,2,5,0,0,1,1,0,-20
